,profile
3797,3.4449
3798,3.4449
3799,3.4449
3800,3.4449
3801,3.4449
3802,3.4449
3803,3.4449
3804,3.4449
3805,3.4449
3806,3.4449
3807,3.4449
3808,3.4449
3809,3.4449
3810,3.4449
3811,3.4449
3812,3.4449
3813,3.4449
3814,3.4449
3815,3.4449
3816,3.4449
3817,3.4449
3818,3.4449
3819,3.4449
3820,3.4449
3821,3.4449
3822,3.4449
3823,3.4449
3824,3.4449
3825,3.4449
3826,3.4449
3827,3.4449
3828,3.4449
3829,3.4449
3830,3.4449
3831,3.4449
3832,3.4449
3833,3.4449
3834,3.4449
3835,3.4449
3836,3.4449
3837,3.4449
3838,3.4449
3839,3.4449
3840,3.4449
3841,3.4449
3842,3.4449
3843,3.4449
3844,3.4449
3845,3.4449
3846,3.4449
3847,3.4449
3848,3.4449
3849,3.4449
3850,3.4449
3851,3.4449
3852,3.4449
3853,3.4449
3854,3.4449
3855,3.4449
3856,3.4449
3857,3.4449
3858,3.4449
3859,3.4449
3860,3.4449
3861,3.4449
3862,3.4449
3863,3.4449
3864,3.4449
3865,3.4449
3866,3.4449
3867,3.4449
3868,3.4449
3869,3.4449
3870,3.4449
3871,3.4449
3872,3.4449
3873,3.4449
3874,3.4449
3875,3.4449
3876,3.4449
3877,3.4449
3878,3.4449
3879,3.4449
3880,3.4449
3881,3.4449
3882,3.4449
3883,3.4449
3884,3.4449
3885,3.4449
3886,3.4449
3887,3.4449
3888,3.4449
3889,3.4449
3890,3.4449
3891,3.4449
3892,3.4449
3893,3.4449
3894,3.4449
3895,3.4449
3896,3.4449
3897,3.4449
3898,3.4449
3899,3.4449
3900,3.4449
3901,3.4449
3902,3.4449
3903,3.4449
3904,3.4449
3905,3.4449
3906,3.4449
3907,3.4449
3908,3.4449
3909,3.4449
3910,3.4449
3911,3.4449
3912,3.4449
3913,3.4449
3914,3.4449
3915,3.4449
3916,3.4449
3917,3.4449
3918,3.4449
3919,3.4449
3920,3.4449
3921,3.4449
3922,3.4449
3923,3.4449
3924,3.4449
3925,3.4449
3926,3.4449
3927,3.4449
3928,3.4449
3929,3.4449
3930,3.4449
3931,3.4449
3932,3.4449
3933,3.4449
3934,3.4449
3935,3.4449
3936,3.4449
3937,3.4449
3938,3.4449
3939,3.4449
3940,3.4449
3941,3.4449
3942,3.4449
3943,3.4449
3944,3.4449
3945,3.4449
3946,3.4449
3947,3.4449
3948,3.4449
3949,3.4449
3950,3.4449
3951,3.4449
3952,3.4449
3953,3.4449
3954,3.4449
3955,3.4449
3956,3.4449
3957,3.4449
3958,3.4449
3959,3.4449
3960,3.4449
3961,3.4449
3962,3.4449
3963,3.4449
3964,3.4449
3965,3.4449
3966,3.4449
3967,3.4449
3968,3.4449
3969,3.4449
3970,3.4449
3971,3.4449
3972,3.4449
3973,3.4449
3974,3.4449
3975,3.4449
3976,3.4449
3977,3.4449
3978,3.4449
3979,3.4449
3980,3.4449
3981,3.4449
3982,3.4449
3983,3.4449
3984,3.4449
3985,3.4449
3986,3.4449
3987,3.4449
3988,3.4449
3989,3.4449
3990,3.4449
3991,3.4449
3992,3.4449
3993,3.4449
3994,3.4449
3995,3.4449
3996,3.4449
3997,3.4449
3998,3.4449
3999,3.4449
4000,3.4449
4001,3.4449
4002,3.4449
4003,3.4449
4004,3.4449
4005,3.4449
4006,3.4449
4007,3.4449
4008,3.4449
4009,3.4449
4010,3.4449
4011,3.4449
4012,3.4449
4013,3.4449
4014,3.4449
4015,3.4449
4016,3.4449
4017,3.4449
4018,3.4449
4019,3.4449
4020,3.4449
4021,3.4449
4022,3.4449
4023,3.4449
4024,3.4449
4025,3.4449
4026,3.4449
4027,3.4449
4028,3.4449
4029,3.4449
4030,3.4449
4031,3.4449
4032,3.4449
4033,3.4449
4034,3.4449
4035,3.4449
4036,3.4449
4037,3.4449
4038,3.4449
4039,3.4449
4040,3.4449
4041,3.4449
4042,3.4449
4043,3.4449
4044,3.4449
4045,3.4449
4046,3.4449
4047,3.4449
4048,3.4449
4049,3.4449
4050,3.4449
4051,3.4449
4052,3.4449
4053,3.4449
4054,3.4449
4055,3.4449
4056,3.4449
4057,3.4449
4058,3.4449
4059,3.4449
4060,3.4449
4061,3.4449
4062,3.4449
4063,3.4449
4064,3.4449
4065,3.4449
4066,3.4449
4067,3.4449
4068,3.4449
4069,3.4449
4070,3.4449
4071,3.4449
4072,3.4449
4073,3.4449
4074,3.4449
4075,3.4449
4076,3.4449
4077,3.4449
4078,3.4449
4079,3.4449
4080,3.4449
4081,3.4449
4082,3.4449
4083,3.4449
4084,3.4449
4085,3.4449
4086,3.4449
4087,3.4449
4088,3.4449
4089,3.4449
4090,3.4449
4091,3.4449
4092,3.4449
4093,3.4449
4094,3.4449
4095,3.4449
4096,3.4449
4097,3.4449
4098,3.4449
4099,3.4449
4100,3.4449
4101,3.4449
4102,3.4449
4103,3.4449
4104,3.4449
4105,3.4449
4106,3.4449
4107,3.4449
4108,3.4449
4109,3.4449
4110,3.4449
4111,3.4449
4112,3.4449
4113,3.4449
4114,3.4449
4115,3.4449
4116,3.4449
4117,3.4449
4118,3.4449
4119,3.4449
4120,3.4449
4121,3.4449
4122,3.4449
4123,3.4449
4124,3.4449
4125,3.4449
4126,3.4449
4127,3.4449
4128,3.4449
4129,3.4449
4130,3.4449
4131,3.4449
4132,3.4449
4133,3.4449
4134,3.4449
4135,3.4449
4136,3.4449
4137,3.4449
4138,3.4449
4139,3.4449
4140,3.4449
4141,3.4449
4142,3.4449
4143,3.4449
4144,3.4449
4145,3.4449
4146,3.4449
4147,3.4449
4148,3.4449
4149,3.4449
4150,3.4449
4151,3.4449
4152,3.4449
4153,3.4449
4154,3.4449
4155,3.4449
4156,3.4449
4157,3.4449
4158,3.4449
4159,3.4449
4160,3.4449
4161,3.4449
4162,3.4449
4163,3.4449
4164,3.4449
4165,3.4449
4166,3.4449
4167,3.4449
4168,3.4449
4169,3.4449
4170,3.4449
4171,3.4449
4172,3.4449
4173,3.4449
4174,3.4449
4175,3.4449
4176,3.4449
4177,3.4449
4178,3.4449
4179,3.4449
4180,3.4449
4181,3.4449
4182,3.4449
4183,3.4449
4184,3.4449
4185,3.4449
4186,3.4449
4187,3.4449
4188,3.4449
4189,3.4449
4190,3.4449
4191,3.4449
4192,3.4449
4193,3.4449
4194,3.4449
4195,3.4449
4196,3.4449
4197,3.4449
4198,3.4449
4199,3.4449
4200,3.4449
4201,3.4449
4202,3.4449
4203,3.4449
4204,3.4449
4205,3.4449
4206,3.4449
4207,3.4449
4208,3.4449
4209,3.4449
4210,3.4449
4211,3.4449
4212,3.4449
4213,3.4449
4214,3.4449
4215,3.4449
4216,3.4449
4217,3.4449
4218,3.4449
4219,3.4449
4220,3.4449
4221,3.4449
4222,3.4449
4223,3.4449
4224,3.4449
4225,3.4449
4226,3.4449
4227,3.4449
4228,3.4449
4229,3.4449
4230,3.4449
4231,3.4449
4232,3.4449
4233,3.4449
4234,3.4449
4235,3.4449
4236,3.4449
4237,3.4449
4238,3.4449
4239,3.4449
4240,3.4449
4241,3.4449
4242,3.4449
4243,3.4449
4244,3.4449
4245,3.4449
4246,3.4449
4247,3.4449
4248,3.4449
4249,3.4449
4250,3.4449
4251,3.4449
4252,3.4449
4253,3.4449
4254,3.4449
4255,3.4449
4256,3.4449
4257,3.4449
4258,3.4449
4259,3.4449
4260,3.4449
4261,3.4449
4262,3.4449
4263,3.4449
4264,3.4449
4265,3.4449
4266,3.4449
4267,3.4449
4268,3.4449
4269,3.4449
4270,3.4449
4271,3.4449
4272,3.4449
4273,3.4449
4274,3.4449
4275,3.4449
4276,3.4449
4277,3.4449
4278,3.4449
4279,3.4449
4280,3.4449
4281,3.4449
4282,3.4449
4283,3.4449
4284,3.4449
4285,3.4449
4286,3.4449
4287,3.4449
4288,3.4449
4289,3.4449
4290,3.4449
4291,3.4449
4292,3.4449
4293,3.4449
4294,3.4449
4295,3.4449
4296,3.4449
4297,3.4449
4298,3.4449
4299,3.4449
4300,3.4449
4301,3.4449
4302,3.4449
4303,3.4449
4304,3.4449
4305,3.4449
4306,3.4449
4307,3.4449
4308,3.4449
4309,3.4449
4310,3.4449
4311,3.4449
4312,3.4449
4313,3.4449
4314,3.4449
4315,3.4449
4316,3.4449
4317,3.4449
4318,3.4449
4319,3.4449
4320,3.1044
4321,3.1044
4322,3.1044
4323,3.1044
4324,3.1044
4325,3.1044
4326,3.1044
4327,3.1044
4328,3.1044
4329,3.1044
4330,3.1044
4331,3.1044
4332,3.1044
4333,3.1044
4334,3.1044
4335,3.1044
4336,3.1044
4337,3.1044
4338,3.1044
4339,3.1044
4340,3.1044
4341,3.1044
4342,3.1044
4343,3.1044
4344,3.1044
4345,3.1044
4346,3.1044
4347,3.1044
4348,3.1044
4349,3.1044
4350,3.1044
4351,3.1044
4352,3.1044
4353,3.1044
4354,3.1044
4355,3.1044
4356,3.1044
4357,3.1044
4358,3.1044
4359,3.1044
4360,3.1044
4361,3.1044
4362,3.1044
4363,3.1044
4364,3.1044
4365,3.1044
4366,3.1044
4367,3.1044
4368,3.1044
4369,3.1044
4370,3.1044
4371,3.1044
4372,3.1044
4373,3.1044
4374,3.1044
4375,3.1044
4376,3.1044
4377,3.1044
4378,3.1044
4379,3.1044
4380,3.1044
4381,3.1044
4382,3.1044
4383,3.1044
4384,3.1044
4385,3.1044
4386,3.1044
4387,3.1044
4388,3.1044
4389,3.1044
4390,3.1044
4391,3.1044
4392,3.1044
4393,3.1044
4394,3.1044
4395,3.1044
4396,3.1044
4397,3.1044
4398,3.1044
4399,3.1044
4400,3.1044
4401,3.1044
4402,3.1044
4403,3.1044
4404,3.1044
4405,3.1044
4406,3.1044
4407,3.1044
4408,3.1044
4409,3.1044
4410,3.1044
4411,3.1044
4412,3.1044
4413,3.1044
4414,3.1044
4415,3.1044
4416,3.1044
4417,3.1044
4418,3.1044
4419,3.1044
4420,3.1044
4421,3.1044
4422,3.1044
4423,3.1044
4424,3.1044
4425,3.1044
4426,3.1044
4427,3.1044
4428,3.1044
4429,3.1044
4430,3.1044
4431,3.1044
4432,3.1044
4433,3.1044
4434,3.1044
4435,3.1044
4436,3.1044
4437,3.1044
4438,3.1044
4439,3.1044
4440,3.1044
4441,3.1044
4442,3.1044
4443,3.1044
4444,3.1044
4445,3.1044
4446,3.1044
4447,3.1044
4448,3.1044
4449,3.1044
4450,3.1044
4451,3.1044
4452,3.1044
4453,3.1044
4454,3.1044
4455,3.1044
4456,3.1044
4457,3.1044
4458,3.1044
4459,3.1044
4460,3.1044
4461,3.1044
4462,3.1044
4463,3.1044
4464,3.1044
4465,3.1044
4466,3.1044
4467,3.1044
4468,3.1044
4469,3.1044
4470,3.1044
4471,3.1044
4472,3.1044
4473,3.1044
4474,3.1044
4475,3.1044
4476,3.1044
4477,3.1044
4478,3.1044
4479,3.1044
4480,3.1044
4481,3.1044
4482,3.1044
4483,3.1044
4484,3.1044
4485,3.1044
4486,3.1044
4487,3.1044
4488,3.1044
4489,3.1044
4490,3.1044
4491,3.1044
4492,3.1044
4493,3.1044
4494,3.1044
4495,3.1044
4496,3.1044
4497,3.1044
4498,3.1044
4499,3.1044
4500,3.1044
4501,3.1044
4502,3.1044
4503,3.1044
4504,3.1044
4505,3.1044
4506,3.1044
4507,3.1044
4508,3.1044
4509,3.1044
4510,3.1044
4511,3.1044
4512,3.1044
4513,3.1044
4514,3.1044
4515,3.1044
4516,3.1044
4517,3.1044
4518,3.1044
4519,3.1044
4520,3.1044
4521,3.1044
4522,3.1044
4523,3.1044
4524,3.1044
4525,3.1044
4526,3.1044
4527,3.1044
4528,3.1044
4529,3.1044
4530,3.1044
4531,3.1044
4532,3.1044
4533,3.1044
4534,3.1044
4535,3.1044
4536,3.1044
4537,3.1044
4538,3.1044
4539,3.1044
4540,3.1044
4541,3.1044
4542,3.1044
4543,3.1044
4544,3.1044
4545,3.1044
4546,3.1044
4547,3.1044
4548,3.1044
4549,3.1044
4550,3.1044
4551,3.1044
4552,3.1044
4553,3.1044
4554,3.1044
4555,3.1044
4556,3.1044
4557,3.1044
4558,3.1044
4559,3.1044
4560,3.1044
4561,3.1044
4562,3.1044
4563,3.1044
4564,3.1044
4565,3.1044
4566,3.1044
4567,3.1044
4568,3.1044
4569,3.1044
4570,3.1044
4571,3.1044
4572,3.1044
4573,3.1044
4574,3.1044
4575,3.1044
4576,3.1044
4577,3.1044
4578,3.1044
4579,3.1044
4580,3.1044
4581,3.1044
4582,3.1044
4583,3.1044
4584,3.1044
4585,3.1044
4586,3.1044
4587,3.1044
4588,3.1044
4589,3.1044
4590,3.1044
4591,3.1044
4592,3.1044
4593,3.1044
4594,3.1044
4595,3.1044
4596,3.1044
4597,3.1044
4598,3.1044
4599,3.1044
4600,3.1044
4601,3.1044
4602,3.1044
4603,3.1044
4604,3.1044
4605,3.1044
4606,3.1044
4607,3.1044
4608,3.1044
4609,3.1044
4610,3.1044
4611,3.1044
4612,3.1044
4613,3.1044
4614,3.1044
4615,3.1044
4616,3.1044
4617,3.1044
4618,3.1044
4619,3.1044
4620,3.1044
4621,3.1044
4622,3.1044
4623,3.1044
4624,3.1044
4625,3.1044
4626,3.1044
4627,3.1044
4628,3.1044
4629,3.1044
4630,3.1044
4631,3.1044
4632,3.1044
4633,3.1044
4634,3.1044
4635,3.1044
4636,3.1044
4637,3.1044
4638,3.1044
4639,3.1044
4640,3.1044
4641,3.1044
4642,3.1044
4643,3.1044
4644,3.1044
4645,3.1044
4646,3.1044
4647,3.1044
4648,3.1044
4649,3.1044
4650,3.1044
4651,3.1044
4652,3.1044
4653,3.1044
4654,3.1044
4655,3.1044
4656,3.1044
4657,3.1044
4658,3.1044
4659,3.1044
4660,3.1044
4661,3.1044
4662,3.1044
4663,3.1044
4664,3.1044
4665,3.1044
4666,3.1044
4667,3.1044
4668,3.1044
4669,3.1044
4670,3.1044
4671,3.1044
4672,3.1044
4673,3.1044
4674,3.1044
4675,3.1044
4676,3.1044
4677,3.1044
4678,3.1044
4679,3.1044
4680,3.1044
4681,3.1044
4682,3.1044
4683,3.1044
4684,3.1044
4685,3.1044
4686,3.1044
4687,3.1044
4688,3.1044
4689,3.1044
4690,3.1044
4691,3.1044
4692,3.1044
4693,3.1044
4694,3.1044
4695,3.1044
4696,3.1044
4697,3.1044
4698,3.1044
4699,3.1044
4700,3.1044
4701,3.1044
4702,3.1044
4703,3.1044
4704,3.1044
4705,3.1044
4706,3.1044
4707,3.1044
4708,3.1044
4709,3.1044
4710,3.1044
4711,3.1044
4712,3.1044
4713,3.1044
4714,3.1044
4715,3.1044
4716,3.1044
4717,3.1044
4718,3.1044
4719,3.1044
4720,3.1044
4721,3.1044
4722,3.1044
4723,3.1044
4724,3.1044
4725,3.1044
4726,3.1044
4727,3.1044
4728,3.1044
4729,3.1044
4730,3.1044
4731,3.1044
4732,3.1044
4733,3.1044
4734,3.1044
4735,3.1044
4736,3.1044
4737,3.1044
4738,3.1044
4739,3.1044
4740,3.1044
4741,3.1044
4742,3.1044
4743,3.1044
4744,3.1044
4745,3.1044
4746,3.1044
4747,3.1044
4748,3.1044
4749,3.1044
4750,3.1044
4751,3.1044
4752,3.1044
4753,3.1044
4754,3.1044
4755,3.1044
4756,3.1044
4757,3.1044
4758,3.1044
4759,3.1044
4760,3.1044
4761,3.1044
4762,3.1044
4763,3.1044
4764,3.1044
4765,3.1044
4766,3.1044
4767,3.1044
4768,3.1044
4769,3.1044
4770,3.1044
4771,3.1044
4772,3.1044
4773,3.1044
4774,3.1044
4775,3.1044
4776,3.1044
4777,3.1044
4778,3.1044
4779,3.1044
4780,3.1044
4781,3.1044
4782,3.1044
4783,3.1044
4784,3.1044
4785,3.1044
4786,3.1044
4787,3.1044
4788,3.1044
4789,3.1044
4790,3.1044
4791,3.1044
4792,3.1044
4793,3.1044
4794,3.1044
4795,3.1044
4796,3.1044
4797,3.1044
4798,3.1044
4799,3.1044
4800,3.1044
4801,3.1044
4802,3.1044
4803,3.1044
4804,3.1044
4805,3.1044
4806,3.1044
4807,3.1044
4808,3.1044
4809,3.1044
4810,3.1044
4811,3.1044
4812,3.1044
4813,3.1044
4814,3.1044
4815,3.1044
4816,3.1044
4817,3.1044
4818,3.1044
4819,3.1044
4820,3.1044
4821,3.1044
4822,3.1044
4823,3.1044
4824,3.1044
4825,3.1044
4826,3.1044
4827,3.1044
4828,3.1044
4829,3.1044
4830,3.1044
4831,3.1044
4832,3.1044
4833,3.1044
4834,3.1044
4835,3.1044
4836,3.1044
4837,3.1044
4838,3.1044
4839,3.1044
4840,3.1044
4841,3.1044
4842,3.1044
4843,3.1044
4844,3.1044
4845,3.1044
4846,3.1044
4847,3.1044
4848,3.1044
4849,3.1044
4850,3.1044
4851,3.1044
4852,3.1044
4853,3.1044
4854,3.1044
4855,3.1044
4856,3.1044
4857,3.1044
4858,3.1044
4859,3.1044
4860,3.1044
4861,3.1044
4862,3.1044
4863,3.1044
4864,3.1044
4865,3.1044
4866,3.1044
4867,3.1044
4868,3.1044
4869,3.1044
4870,3.1044
4871,3.1044
4872,3.1044
4873,3.1044
4874,3.1044
4875,3.1044
4876,3.1044
4877,3.1044
4878,3.1044
4879,3.1044
4880,3.1044
4881,3.1044
4882,3.1044
4883,3.1044
4884,3.1044
4885,3.1044
4886,3.1044
4887,3.1044
4888,3.1044
4889,3.1044
4890,3.1044
4891,3.1044
4892,3.1044
4893,3.1044
4894,3.1044
4895,3.1044
4896,3.1044
4897,3.1044
4898,3.1044
4899,3.1044
4900,3.1044
4901,3.1044
4902,3.1044
4903,3.1044
4904,3.1044
4905,3.1044
4906,3.1044
4907,3.1044
4908,3.1044
4909,3.1044
4910,3.1044
4911,3.1044
4912,3.1044
4913,3.1044
4914,3.1044
4915,3.1044
4916,3.1044
4917,3.1044
4918,3.1044
4919,3.1044
4920,3.1044
4921,3.1044
4922,3.1044
4923,3.1044
4924,3.1044
4925,3.1044
4926,3.1044
4927,3.1044
4928,3.1044
4929,3.1044
4930,3.1044
4931,3.1044
4932,3.1044
4933,3.1044
4934,3.1044
4935,3.1044
4936,3.1044
4937,3.1044
4938,3.1044
4939,3.1044
4940,3.1044
4941,3.1044
4942,3.1044
4943,3.1044
4944,3.1044
4945,3.1044
4946,3.1044
4947,3.1044
4948,3.1044
4949,3.1044
4950,3.1044
4951,3.1044
4952,3.1044
4953,3.1044
4954,3.1044
4955,3.1044
4956,3.1044
4957,3.1044
4958,3.1044
4959,3.1044
4960,3.1044
4961,3.1044
4962,3.1044
4963,3.1044
4964,3.1044
4965,3.1044
4966,3.1044
4967,3.1044
4968,3.1044
4969,3.1044
4970,3.1044
4971,3.1044
4972,3.1044
4973,3.1044
4974,3.1044
4975,3.1044
4976,3.1044
4977,3.1044
4978,3.1044
4979,3.1044
4980,3.1044
4981,3.1044
4982,3.1044
4983,3.1044
4984,3.1044
4985,3.1044
4986,3.1044
4987,3.1044
4988,3.1044
4989,3.1044
4990,3.1044
4991,3.1044
4992,3.1044
4993,3.1044
4994,3.1044
4995,3.1044
4996,3.1044
4997,3.1044
4998,3.1044
4999,3.1044
5000,3.1044
5001,3.1044
5002,3.1044
5003,3.1044
5004,3.1044
5005,3.1044
5006,3.1044
5007,3.1044
5008,3.1044
5009,3.1044
5010,3.1044
5011,3.1044
5012,3.1044
5013,3.1044
5014,3.1044
5015,3.1044
5016,3.1044
5017,3.1044
5018,3.1044
5019,3.1044
5020,3.1044
5021,3.1044
5022,3.1044
5023,3.1044
5024,3.1044
5025,3.1044
5026,3.1044
5027,3.1044
5028,3.1044
5029,3.1044
5030,3.1044
5031,3.1044
5032,3.1044
5033,3.1044
5034,3.1044
5035,3.1044
5036,3.1044
5037,3.1044
5038,3.1044
5039,3.1044
5040,3.1044
5041,3.1044
5042,3.1044
5043,3.1044
5044,3.1044
5045,3.1044
5046,3.1044
5047,3.1044
5048,3.1044
5049,3.1044
5050,3.1044
5051,3.1044
5052,3.1044
5053,3.1044
5054,3.1044
5055,3.1044
5056,3.1044
5057,3.1044
5058,3.1044
5059,3.1044
5060,3.1044
5061,3.1044
5062,3.1044
5063,3.1044
5064,3.0517
5065,3.0517
5066,3.0517
5067,3.0517
5068,3.0517
5069,3.0517
5070,3.0517
5071,3.0517
5072,3.0517
5073,3.0517
5074,3.0517
5075,3.0517
5076,3.0517
5077,3.0517
5078,3.0517
5079,3.0517
5080,3.0517
5081,3.0517
5082,3.0517
5083,3.0517
5084,3.0517
5085,3.0517
5086,3.0517
5087,3.0517
5088,3.0517
5089,3.0517
5090,3.0517
5091,3.0517
5092,3.0517
5093,3.0517
5094,3.0517
5095,3.0517
5096,3.0517
5097,3.0517
5098,3.0517
5099,3.0517
5100,3.0517
5101,3.0517
5102,3.0517
5103,3.0517
5104,3.0517
5105,3.0517
5106,3.0517
5107,3.0517
5108,3.0517
5109,3.0517
5110,3.0517
5111,3.0517
5112,3.0517
5113,3.0517
5114,3.0517
5115,3.0517
5116,3.0517
5117,3.0517
5118,3.0517
5119,3.0517
5120,3.0517
5121,3.0517
5122,3.0517
5123,3.0517
5124,3.0517
5125,3.0517
5126,3.0517
5127,3.0517
5128,3.0517
5129,3.0517
5130,3.0517
5131,3.0517
5132,3.0517
5133,3.0517
5134,3.0517
5135,3.0517
5136,3.0517
5137,3.0517
5138,3.0517
5139,3.0517
5140,3.0517
5141,3.0517
5142,3.0517
5143,3.0517
5144,3.0517
5145,3.0517
5146,3.0517
5147,3.0517
5148,3.0517
5149,3.0517
5150,3.0517
5151,3.0517
5152,3.0517
5153,3.0517
5154,3.0517
5155,3.0517
5156,3.0517
5157,3.0517
5158,3.0517
5159,3.0517
5160,3.0517
5161,3.0517
5162,3.0517
5163,3.0517
5164,3.0517
5165,3.0517
5166,3.0517
5167,3.0517
5168,3.0517
5169,3.0517
5170,3.0517
5171,3.0517
5172,3.0517
5173,3.0517
5174,3.0517
5175,3.0517
5176,3.0517
5177,3.0517
5178,3.0517
5179,3.0517
5180,3.0517
5181,3.0517
5182,3.0517
5183,3.0517
5184,3.0517
5185,3.0517
5186,3.0517
5187,3.0517
5188,3.0517
5189,3.0517
5190,3.0517
5191,3.0517
5192,3.0517
5193,3.0517
5194,3.0517
5195,3.0517
5196,3.0517
5197,3.0517
5198,3.0517
5199,3.0517
5200,3.0517
5201,3.0517
5202,3.0517
5203,3.0517
5204,3.0517
5205,3.0517
5206,3.0517
5207,3.0517
5208,3.0517
5209,3.0517
5210,3.0517
5211,3.0517
5212,3.0517
5213,3.0517
5214,3.0517
5215,3.0517
5216,3.0517
5217,3.0517
5218,3.0517
5219,3.0517
5220,3.0517
5221,3.0517
5222,3.0517
5223,3.0517
5224,3.0517
5225,3.0517
5226,3.0517
5227,3.0517
5228,3.0517
5229,3.0517
5230,3.0517
5231,3.0517
5232,3.0517
5233,3.0517
5234,3.0517
5235,3.0517
5236,3.0517
5237,3.0517
5238,3.0517
5239,3.0517
5240,3.0517
5241,3.0517
5242,3.0517
5243,3.0517
5244,3.0517
5245,3.0517
5246,3.0517
5247,3.0517
5248,3.0517
5249,3.0517
5250,3.0517
5251,3.0517
5252,3.0517
5253,3.0517
5254,3.0517
5255,3.0517
5256,3.0517
5257,3.0517
5258,3.0517
5259,3.0517
5260,3.0517
5261,3.0517
5262,3.0517
5263,3.0517
5264,3.0517
5265,3.0517
5266,3.0517
5267,3.0517
5268,3.0517
5269,3.0517
5270,3.0517
5271,3.0517
5272,3.0517
5273,3.0517
5274,3.0517
5275,3.0517
5276,3.0517
5277,3.0517
5278,3.0517
5279,3.0517
5280,3.0517
5281,3.0517
5282,3.0517
5283,3.0517
5284,3.0517
5285,3.0517
5286,3.0517
5287,3.0517
5288,3.0517
5289,3.0517
5290,3.0517
5291,3.0517
5292,3.0517
5293,3.0517
5294,3.0517
5295,3.0517
5296,3.0517
5297,3.0517
5298,3.0517
5299,3.0517
5300,3.0517
5301,3.0517
5302,3.0517
5303,3.0517
5304,3.0517
5305,3.0517
5306,3.0517
5307,3.0517
5308,3.0517
5309,3.0517
5310,3.0517
5311,3.0517
5312,3.0517
5313,3.0517
5314,3.0517
5315,3.0517
5316,3.0517
5317,3.0517
5318,3.0517
5319,3.0517
5320,3.0517
5321,3.0517
5322,3.0517
5323,3.0517
5324,3.0517
5325,3.0517
5326,3.0517
5327,3.0517
5328,3.0517
5329,3.0517
5330,3.0517
5331,3.0517
5332,3.0517
5333,3.0517
5334,3.0517
5335,3.0517
5336,3.0517
5337,3.0517
5338,3.0517
5339,3.0517
5340,3.0517
5341,3.0517
5342,3.0517
5343,3.0517
5344,3.0517
5345,3.0517
5346,3.0517
5347,3.0517
5348,3.0517
5349,3.0517
5350,3.0517
5351,3.0517
5352,3.0517
5353,3.0517
5354,3.0517
5355,3.0517
5356,3.0517
5357,3.0517
5358,3.0517
5359,3.0517
5360,3.0517
5361,3.0517
5362,3.0517
5363,3.0517
5364,3.0517
5365,3.0517
5366,3.0517
5367,3.0517
5368,3.0517
5369,3.0517
5370,3.0517
5371,3.0517
5372,3.0517
5373,3.0517
5374,3.0517
5375,3.0517
5376,3.0517
5377,3.0517
5378,3.0517
5379,3.0517
5380,3.0517
5381,3.0517
5382,3.0517
5383,3.0517
5384,3.0517
5385,3.0517
5386,3.0517
5387,3.0517
5388,3.0517
5389,3.0517
5390,3.0517
5391,3.0517
5392,3.0517
5393,3.0517
5394,3.0517
5395,3.0517
5396,3.0517
5397,3.0517
5398,3.0517
5399,3.0517
5400,3.0517
5401,3.0517
5402,3.0517
5403,3.0517
5404,3.0517
5405,3.0517
5406,3.0517
5407,3.0517
5408,3.0517
5409,3.0517
5410,3.0517
5411,3.0517
5412,3.0517
5413,3.0517
5414,3.0517
5415,3.0517
5416,3.0517
5417,3.0517
5418,3.0517
5419,3.0517
5420,3.0517
5421,3.0517
5422,3.0517
5423,3.0517
5424,3.0517
5425,3.0517
5426,3.0517
5427,3.0517
5428,3.0517
5429,3.0517
5430,3.0517
5431,3.0517
5432,3.0517
5433,3.0517
5434,3.0517
5435,3.0517
5436,3.0517
5437,3.0517
5438,3.0517
5439,3.0517
5440,3.0517
5441,3.0517
5442,3.0517
5443,3.0517
5444,3.0517
5445,3.0517
5446,3.0517
5447,3.0517
5448,3.0517
5449,3.0517
5450,3.0517
5451,3.0517
5452,3.0517
5453,3.0517
5454,3.0517
5455,3.0517
5456,3.0517
5457,3.0517
5458,3.0517
5459,3.0517
5460,3.0517
5461,3.0517
5462,3.0517
5463,3.0517
5464,3.0517
5465,3.0517
5466,3.0517
5467,3.0517
5468,3.0517
5469,3.0517
5470,3.0517
5471,3.0517
5472,3.0517
5473,3.0517
5474,3.0517
5475,3.0517
5476,3.0517
5477,3.0517
5478,3.0517
5479,3.0517
5480,3.0517
5481,3.0517
5482,3.0517
5483,3.0517
5484,3.0517
5485,3.0517
5486,3.0517
5487,3.0517
5488,3.0517
5489,3.0517
5490,3.0517
5491,3.0517
5492,3.0517
5493,3.0517
5494,3.0517
5495,3.0517
5496,3.0517
5497,3.0517
5498,3.0517
5499,3.0517
5500,3.0517
5501,3.0517
5502,3.0517
5503,3.0517
5504,3.0517
5505,3.0517
5506,3.0517
5507,3.0517
5508,3.0517
5509,3.0517
5510,3.0517
5511,3.0517
5512,3.0517
5513,3.0517
5514,3.0517
5515,3.0517
5516,3.0517
5517,3.0517
5518,3.0517
5519,3.0517
5520,3.0517
5521,3.0517
5522,3.0517
5523,3.0517
5524,3.0517
5525,3.0517
5526,3.0517
5527,3.0517
5528,3.0517
5529,3.0517
5530,3.0517
5531,3.0517
5532,3.0517
5533,3.0517
5534,3.0517
5535,3.0517
5536,3.0517
5537,3.0517
5538,3.0517
5539,3.0517
5540,3.0517
5541,3.0517
5542,3.0517
5543,3.0517
5544,3.0517
5545,3.0517
